Product ID,Product Name,Category,Category_Office Supplies,Category_Technology,Discount_sqrt,Sales_log,Sales_sqrt,Sales,Discount,Sub-Category
OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Office Supplies,True,False,0.4472135954999579,2.826129489167811,3.984971769034255,15.88,0.2,Supplies
OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,True,False,0.0,1.4539530095937052,1.8110770276274832,3.28,0.0,Art
OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,True,False,0.4472135954999579,3.2509944547496605,4.981566018833837,24.816,0.2,Storage
TEC-AC-10004659,Easy-staple paper,Technology,False,True,0.4472135954999579,6.015532574441682,20.21741823280114,408.744,0.2,Accessories
TEC-PH-10003273,AT&T TR1909W,Technology,False,True,0.0,6.224479218217454,22.449053432160564,503.96,0.0,Phones
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,False,True,0.0,5.016948656152848,12.24540730233176,149.95,0.0,Phones
TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Technology,False,True,0.0,3.4011973816621555,5.385164807134504,29.0,0.0,Accessories
OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,True,False,0.0,2.0992441689760155,2.6758176320519302,7.16,0.0,Binders
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,False,True,0.0,5.180659323079804,13.29661611087573,176.8,0.0,Accessories
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,True,False,0.4472135954999579,3.643463590583454,6.101147433065357,37.224,0.2,Storage
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,True,False,0.4472135954999579,3.0452840523832387,4.47392445175374,20.016,0.2,Paper
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,False,False,0.4472135954999579,6.802545863019288,29.98559654234012,899.136,0.2,Bookcases
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,False,True,0.0,4.287166353649922,8.471127433818948,71.76,0.0,Phones
OFF-PA-10000061,Xerox 205,Office Supplies,True,False,0.0,3.9672684796541247,7.2,51.84,0.0,Paper
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,False,False,0.4472135954999579,6.441507786613698,25.027025392563136,626.352,0.2,Bookcases
OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,True,False,0.0,3.039749158970765,4.460941604639093,19.9,0.0,Art
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,True,False,0.0,2.7265447837383743,3.778888725538237,14.28,0.0,Envelopes
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,True,False,0.4472135954999579,2.1291836335746503,2.72176413379264,7.408,0.2,Art
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,True,False,0.4472135954999579,1.9527438886338784,2.459268183830304,6.048,0.2,Art
OFF-ST-10001414,Decoflex Hanging Personal Folder File,Office Supplies,True,False,0.0,3.8556642717587617,6.80147042925278,46.26,0.0,Storage
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,True,False,0.8366600265340756,1.3727024076004235,1.716391563717324,2.946,0.7,Binders
OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,True,False,0.4472135954999579,2.836502047983434,4.00699388569536,16.056,0.2,Paper
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,True,False,0.4472135954999579,3.1243013743486987,4.663046214654107,21.744,0.2,Paper
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,False,False,0.7071067811865476,5.392490536565286,14.79019945774904,218.75,0.5,Tables
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,True,False,0.4472135954999579,1.2809338454620642,1.61245154965971,2.6,0.2,Appliances
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,True,False,0.8944271909999159,4.208922466929536,8.141498633544073,66.284,0.8,Appliances
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,False,False,0.4472135954999579,3.588174749992304,5.930261377038958,35.168,0.2,Furnishings
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Technology,False,True,0.4472135954999579,6.099798637307641,21.089523465455542,444.768,0.2,Phones
OFF-ST-10000642,"Tennsco Lockers, Gray",Office Supplies,True,False,0.0,4.441709636835055,9.16078599247903,83.92,0.0,Storage
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,False,True,0.0,4.890198740974308,11.488254871824529,131.98,0.0,Phones
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,True,False,0.0,2.828496354178077,3.989987468652001,15.92,0.0,Binders
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,True,False,0.0,3.975748696308691,7.23118247591637,52.29,0.0,Fasteners
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,True,False,0.0,4.5324919604901055,9.591141746424144,91.99,0.0,Storage
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,False,True,0.4472135954999579,3.0819099697950434,4.560701700396552,20.8,0.2,Accessories
OFF-LA-10004544,Avery 505,Office Supplies,True,False,0.4472135954999579,3.205993199037187,4.866210024238575,23.68,0.2,Labels
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,False,False,0.7071067811865476,6.1168850098935765,21.270872102478545,452.45,0.5,Bookcases
TEC-PH-10002844,Speck Products Candyshell Flip Case,Technology,False,True,0.6324555320336759,4.158601793801473,7.936119958770784,62.982,0.4,Phones
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology,False,True,0.8366600265340756,7.080867896690782,34.46737587922817,1188.0,0.7,Machines
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,False,True,0.4472135954999579,4.506277597011739,9.464882460971188,89.584,0.2,Accessories
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,True,False,0.0,4.543932876516902,9.646761114488116,93.06,0.0,Storage
TEC-PH-10002563,Adtran 1202752G1,Technology,False,True,0.4472135954999579,5.714972960291848,17.388962016175665,302.376,0.2,Phones
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,True,False,0.4472135954999579,1.8846424633747687,2.3630488780387084,5.584,0.2,Fasteners
OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,True,False,0.4472135954999579,3.165643810271264,4.764871456818117,22.704,0.2,Paper
OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,True,False,0.8366600265340756,3.033798474360448,4.447021475099935,19.776,0.7,Binders
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,False,False,0.4472135954999579,4.300057071806631,8.526664060463505,72.704,0.2,Furnishings
TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,False,True,0.8366600265340756,6.175842321769606,21.90862843721624,479.988,0.7,Machines
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,True,False,0.4472135954999579,3.338186581852751,5.212293161363816,27.168,0.2,Art
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,True,False,0.0,1.1631508098056809,1.4832396974191326,2.2,0.0,Art
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,False,False,0.0,6.435268569442595,24.948947873607818,622.45,0.0,Tables
OFF-ST-10002485,Rogers Deluxe File Chest,Office Supplies,True,False,0.0,3.1346242724206097,4.688283267892417,21.98,0.0,Storage
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,False,False,0.4472135954999579,5.091096375777642,12.710940169790746,161.568,0.2,Chairs
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,False,False,0.4472135954999579,5.967929763974318,19.740719338463837,389.696,0.2,Chairs
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,True,False,0.8366600265340756,2.977975551964732,4.318333011707179,18.648,0.7,Binders
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,False,False,0.6708203932499369,5.458989591936935,15.292481812969404,233.86,0.45,Tables
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,False,False,0.6708203932499369,6.432320125679697,24.912135596933474,620.6145,0.45,Tables
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,True,False,0.8366600265340756,1.8449842304653528,2.308246087400561,5.328,0.7,Binders
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,False,False,0.4472135954999579,5.557106015344837,16.064619509966615,258.072,0.2,Furnishings
TEC-AC-10003832,Easy-staple paper,Technology,False,True,0.4472135954999579,6.428066499719687,24.85912307383348,617.976,0.2,Accessories
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,True,False,0.0,2.4475508632442318,3.249615361854384,10.56,0.0,Paper
OFF-PA-10003349,Xerox 1957,Office Supplies,True,False,0.4472135954999579,3.2928695047765277,5.091168824543142,25.92,0.2,Paper
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,False,False,0.7745966692414834,6.041872449651828,20.486092843683004,419.68,0.6,Furnishings
FUR-FU-10004351,Staple-based wall hangings,Furniture,False,False,0.7745966692414834,2.5406566648924924,3.418771709254656,11.688,0.6,Furnishings
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,False,True,0.4472135954999579,3.496022595404599,5.655439859109104,31.984,0.2,Phones
FUR-TA-10002607,KI Conference Tables,Furniture,False,False,0.7071067811865476,5.183046797003692,13.312588027877975,177.225,0.5,Tables
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,False,False,0.7745966692414834,1.618199418102673,2.010969915239907,4.044,0.6,Furnishings
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,True,False,0.4472135954999579,2.1291836335746503,2.72176413379264,7.408,0.2,Art
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,False,False,0.0,7.602331438065773,44.74215014949549,2001.86,0.0,Chairs
OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,True,False,0.0,5.122295922302562,12.912009913255178,166.72,0.0,Storage
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,True,False,0.0,3.88936831486334,6.919537556802478,47.88,0.0,Paper
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,True,False,0.0,7.316049714100461,38.771768079364136,1503.25,0.0,Appliances
OFF-PA-10000061,Xerox 205,Office Supplies,True,False,0.0,3.2928695047765277,5.091168824543142,25.92,0.0,Paper
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,False,False,0.4472135954999579,5.776313966722697,17.9323171954993,321.568,0.2,Chairs
OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,True,False,0.0,2.152924318439639,2.7586228448267445,7.61,0.0,Paper
TEC-AC-10003832,Easy-staple paper,Technology,False,True,0.0,8.116228939242719,57.85646031343431,3347.37,0.0,Accessories
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,True,False,0.0,4.401584133889412,8.976636341080104,80.58,0.0,Storage
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,True,False,0.0,5.8941824243014285,19.024195120950584,361.92,0.0,Envelopes
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,False,False,0.7745966692414834,2.575051999639346,3.4831020656879983,12.132,0.6,Furnishings
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,True,False,0.4472135954999579,4.423264542690126,9.075681792570736,82.368,0.2,Storage
OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,True,False,0.4472135954999579,4.00587758089977,7.343023900274328,53.92,0.2,Storage
TEC-PH-10001580,Easy-staple paper,Technology,False,True,0.4472135954999579,6.475284785886132,25.453958434789666,647.904,0.2,Phones
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,False,True,0.0,3.0619880693310564,4.513313638558703,20.37,0.0,Accessories
OFF-ST-10002790,Safco Industrial Shelving,Office Supplies,True,False,0.0,5.405151795461864,14.88455575420375,221.55,0.0,Storage
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,True,False,0.4472135954999579,2.918851229218033,4.18568990729127,17.52,0.2,Binders
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,True,False,0.8944271909999159,0.9646998710818426,1.274362585765919,1.624,0.8,Appliances
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,False,True,0.6324555320336759,8.026491058496891,55.3171040456747,3059.982,0.4,Machines
TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,False,True,0.6324555320336759,7.832394266993606,50.19918326028821,2519.958,0.4,Machines
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Technology,False,True,0.4472135954999579,5.796738370155267,18.11695338626227,328.224,0.2,Phones
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,False,True,0.0,4.393213824064446,8.938679992034618,79.9,0.0,Accessories
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,True,False,0.4472135954999579,2.7091162992842075,3.7437948661752287,14.016,0.2,Art
OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,True,False,0.0,2.1471001901536506,2.749545416973504,7.56,0.0,Fasteners
OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,True,False,0.4472135954999579,3.643044917770137,6.099836063370884,37.208,0.2,Storage
OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,True,False,0.4472135954999579,4.070325056377881,7.587885080837743,57.576,0.2,Envelopes
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,True,False,0.0,6.588706370780856,26.94141792853524,725.84,0.0,Storage
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,False,True,0.0,5.351526324879179,14.488961315429068,209.93,0.0,Accessories
FUR-FU-10003274,Regeneration Desk Collection,Furniture,False,False,0.0,1.8373699804801076,2.297825058615212,5.28,0.0,Furnishings
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,True,False,0.4472135954999579,2.478217661637204,3.304542328371661,10.92,0.2,Binders
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,True,False,0.0,2.2844211223663744,2.9698484809834995,8.82,0.0,Paper
OFF-AR-10001427,Newell 330,Office Supplies,True,False,0.0,1.9430489167742813,2.445403852127497,5.98,0.0,Art
OFF-PA-10000673,Easy-staple paper,Office Supplies,True,False,0.4472135954999579,2.537499099907171,3.4129166412322465,11.648,0.2,Paper
OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,True,False,0.4472135954999579,2.953659497132083,4.263332030231752,18.176,0.2,Paper
OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,True,False,0.4472135954999579,4.106141372101612,7.72735401026768,59.712,0.2,Storage
OFF-LA-10002043,Avery 489,Office Supplies,True,False,0.4472135954999579,3.2519236789144013,4.983974317750845,24.84,0.2,Labels
OFF-BI-10004967,Round Ring Binders,Office Supplies,True,False,0.8944271909999159,1.1249295969854831,1.4422205101855958,2.08,0.8,Binders
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,False,True,0.4472135954999579,7.016968363955454,33.38263021393012,1114.4,0.2,Phones
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,False,False,0.4472135954999579,6.946822134146038,32.23104093882169,1038.84,0.2,Tables
OFF-PA-10000474,Easy-staple paper,Office Supplies,True,False,0.4472135954999579,4.961164898621959,11.906300852909771,141.76,0.2,Paper
TEC-AC-10001956,Microsoft Arc Touch Mouse,Technology,False,True,0.4472135954999579,5.483966713434666,15.485477067239485,239.8,0.2,Accessories
OFF-PA-10004100,Xerox 216,Office Supplies,True,False,0.4472135954999579,3.468980632964616,5.57709601853868,31.104,0.2,Paper
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Office Supplies,True,False,0.8366600265340756,5.541490970275766,15.939196968479935,254.058,0.7,Binders
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,True,False,0.4472135954999579,5.27570359167645,13.94732949349086,194.528,0.2,Appliances
OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies,True,False,0.4472135954999579,6.869513286725269,31.00774096899031,961.48,0.2,Supplies
OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,True,False,0.4472135954999579,3.000520790285788,4.369897023958345,19.096,0.2,Fasteners
OFF-LA-10004689,Avery 512,Office Supplies,True,False,0.4472135954999579,2.970209316322905,4.300697617828996,18.496,0.2,Labels
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,False,True,0.4472135954999579,5.549013826147846,15.999499992187255,255.984,0.2,Accessories
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,False,False,0.7071067811865476,4.476995847264583,9.325770745627407,86.97,0.5,Bookcases
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,False,False,0.4472135954999579,5.708491370383936,17.33251280109148,300.416,0.2,Furnishings
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,False,False,0.4472135954999579,5.443940360225951,15.177351547618576,230.352,0.2,Chairs
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,False,False,0.4472135954999579,5.390677745418843,14.7767384764027,218.352,0.2,Furnishings
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,True,False,0.8366600265340756,4.377014092850337,8.8656641037206,78.6,0.7,Binders
OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,True,False,0.4472135954999579,3.351726986187859,5.248999904743759,27.552,0.2,Fasteners
OFF-PA-10002105,Xerox 223,Office Supplies,True,False,0.0,3.5085558999826545,5.692099788303083,32.4,0.0,Paper
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,True,False,0.0,6.9879333621073885,32.90106381258819,1082.48,0.0,Storage
OFF-PA-10004243,Xerox 1939,Office Supplies,True,False,0.0,4.058890081237698,7.543871685016918,56.91,0.0,Paper
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,False,False,0.0,4.364371699435161,8.809086218218097,77.6,0.0,Furnishings
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,True,False,0.0,2.7265447837383743,3.778888725538237,14.28,0.0,Binders
FUR-TA-10002533,BPI Conference Tables,Furniture,False,False,0.7071067811865476,5.39396839734697,14.801182385201528,219.075,0.5,Tables
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,False,False,0.0,3.3250360206965914,5.176871642217914,26.8,0.0,Furnishings
OFF-AR-10003651,Newell 350,Office Supplies,True,False,0.0,2.3832429960115,3.1368774282716245,9.84,0.0,Art
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,True,False,0.0,3.839022112543656,6.743886120034946,45.48,0.0,Binders
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,True,False,0.0,5.670570340450087,17.00588133558505,289.2,0.0,Art
OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,True,False,0.0,1.7732559976634952,2.211334438749598,4.89,0.0,Art
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,False,False,0.4472135954999579,2.7810528006519104,3.890501253052105,15.136,0.2,Furnishings
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,False,False,0.4472135954999579,6.147972446508918,21.60481427830381,466.768,0.2,Chairs
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,False,False,0.4472135954999579,2.7869846025235137,3.9028194936481495,15.232,0.2,Furnishings
OFF-LA-10000634,Avery 509,Office Supplies,True,False,0.4472135954999579,1.982930641298992,2.5027984337537053,6.264,0.2,Labels
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,False,False,0.0,4.483454427303995,9.356281312572854,87.54,0.0,Furnishings
TEC-PH-10002398,AT&T 1070 Corded Phone,Technology,False,True,0.4472135954999579,5.189528759471229,13.356047319472928,178.384,0.2,Phones
OFF-PA-10001937,Xerox 21,Office Supplies,True,False,0.4472135954999579,2.8065069404432417,3.943602414037196,15.552,0.2,Paper
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,True,False,0.4472135954999579,4.606529262025722,9.956706282702129,99.136,0.2,Art
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,False,False,0.3162277660168379,4.919119240815592,11.656843483550768,135.882,0.1,Chairs
TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,False,True,0.0,8.292293098285338,63.18211772329256,3991.98,0.0,Machines
TEC-PH-10004093,Panasonic Kx-TS550,Technology,False,True,0.0,5.623800876226568,16.611441839888553,275.94,0.0,Phones
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,False,True,0.0,5.8888779583328805,18.97366596101028,360.0,0.0,Accessories
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,True,False,0.0,3.797060986958464,6.6007575322837,43.57,0.0,Storage
OFF-FA-10000624,OIC Binder Clips,Office Supplies,True,False,0.0,2.0992441689760155,2.6758176320519302,7.16,0.0,Fasteners
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,True,False,0.4472135954999579,5.5314904534994245,15.859382081279207,251.52,0.2,Binders
TEC-AC-10001908,Logitech Wireless Headset h800,Technology,False,True,0.0,4.6150215020384655,9.999499987499377,99.99,0.0,Accessories
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,False,False,0.4472135954999579,2.832742645059529,3.998999874968741,15.992,0.2,Furnishings
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,False,True,0.6324555320336759,5.676404426175068,17.05573217425743,290.898,0.4,Phones
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,True,False,0.4472135954999579,4.011397641401175,7.363694724796785,54.224,0.2,Storage
FUR-CH-10003312,Easy-staple paper,Furniture,False,False,0.5477225575051661,6.669173163978736,28.04895719986752,786.744,0.3,Chairs
OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,True,False,0.4472135954999579,4.617493935676923,10.011992808627062,100.24,0.2,Labels
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,True,False,0.8366600265340756,3.657491980872304,6.145242061953296,37.764,0.7,Binders
TEC-PH-10004614,AT&T 841000 Phone,Technology,False,True,0.6324555320336759,4.428433007488037,9.09945053286186,82.8,0.4,Phones
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Office Supplies,True,False,0.8366600265340756,3.078417640172599,4.552362024268281,20.724,0.7,Binders
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Office Supplies,True,False,0.8366600265340756,1.7742741548870355,2.212690669750293,4.896,0.7,Binders
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,True,False,0.4472135954999579,1.7495476204187457,2.179908254950194,4.752,0.2,Binders
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,False,True,0.4472135954999579,6.867957759508069,30.98360856969375,959.984,0.2,Copiers
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,True,False,0.4472135954999579,2.7322874254662555,3.7905144769542822,14.368,0.2,Binders
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,True,False,0.4472135954999579,2.1647013856306594,2.777048793233565,7.712,0.2,Binders
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,False,False,0.4472135954999579,6.550154192019608,26.42635048583137,698.352,0.2,Tables
OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,True,False,0.0,1.7850704810772584,2.227105745132009,4.96,0.0,Fasteners
OFF-AR-10000122,Newell 314,Office Supplies,True,False,0.4472135954999579,2.93683116563383,4.225636046798162,17.856,0.2,Art
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,True,False,0.8366600265340756,6.236310880065425,22.582515360340174,509.97,0.7,Binders
OFF-FA-10002780,Staples,Office Supplies,True,False,0.4472135954999579,3.465485871544517,5.567045895266178,30.992,0.2,Fasteners
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,False,True,0.6324555320336759,4.289472653063274,8.481037672360618,71.928,0.4,Phones
OFF-ST-10000107,Fellowes Super Stor/Drawer,Office Supplies,True,False,0.4472135954999579,4.497584975308154,9.423375191511797,88.8,0.2,Storage
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,False,True,0.4472135954999579,3.8913303822030567,6.9264709629074455,47.976,0.2,Phones
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,True,False,0.0,2.1471001901536506,2.749545416973504,7.56,0.0,Art
OFF-PA-10000249,Easy-staple paper,Office Supplies,True,False,0.0,3.241028629509334,4.955804677345546,24.56,0.0,Paper
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,True,False,0.0,2.6361960973342264,3.6,12.96,0.0,Art
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,False,True,0.0,2.052840859882657,2.6057628441590768,6.79,0.0,Accessories
OFF-PA-10001970,Xerox 1881,Office Supplies,True,False,0.0,3.241028629509334,4.955804677345546,24.56,0.0,Paper
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,True,False,0.4472135954999579,1.3982229319851645,1.7458522274236157,3.048,0.2,Binders
OFF-PA-10001970,Xerox 1881,Office Supplies,True,False,0.0,3.9144201300278674,7.008566187174092,49.12,0.0,Paper
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,True,False,0.4472135954999579,8.379348050802257,65.99369666869708,4355.168,0.2,Binders
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,False,False,0.4472135954999579,5.965387476597862,19.715577597422804,388.704,0.2,Bookcases
