Month,Reporting Status,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Gross Floor Area - Buildings (sq ft),Year Built,Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Gross Floor Area - Buildings (sq ft)_log,Gross Floor Area - Buildings (sq ft)_sqrt,# of Buildings_log,# of Buildings_sqrt,Electricity Use (kBtu)_log,Electricity Use (kBtu)_sqrt,Natural Gas Use (kBtu)_log,Natural Gas Use (kBtu)_sqrt,Site EUI (kBtu/sq ft)_log,Site EUI (kBtu/sq ft)_sqrt,Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_sqrt,Weather Normalized Site EUI (kBtu/sq ft)_log,Weather Normalized Site EUI (kBtu/sq ft)_sqrt,Weather Normalized Source EUI (kBtu/sq ft)_log,Weather Normalized Source EUI (kBtu/sq ft)_sqrt,Total GHG Emissions (Metric Tons CO2e)_log,Total GHG Emissions (Metric Tons CO2e)_sqrt,GHG Intensity (kg CO2e/sq ft)_sqrt,Reporting Status_Not Submitted,Reporting Status_Submitted Data
Mar,Submitted Data,4.0,False,NEAR WEST SIDE,979270.0,1918.0,83.4,199.2,85.3,10766.5,11.0,41.883823,-87.63936,"(41.8838247, -87.6393572)",13.794563,989.58075,0.6931472,1.0,17.949453,7900.860181018267,16.7746,4390.945524599457,4.4355674,9.13236,5.299317,14.113823,4.4578295,9.2358,5.3087626,14.180973,9.284287,103.76175,3.3166249,False,True
Mar,Submitted Data,4.0,False,NEAR WEST SIDE,142998.0,1925.0,40.1,66.2,41.8,461.0,3.5,41.873993,-87.65168,"(41.87399385, -87.651678)",11.870593,378.15076,0.6931472,1.0,14.397517,1337.768515102669,15.045321,1849.4814408368636,3.7160082,6.332456,4.207673,8.136338,3.7565382,6.465292,4.232656,8.240146,6.135565,21.470911,1.8708287,False,True
Mar,Submitted Data,3.5,False,LAKE VIEW,131782.0,1953.0,74.7,104.0,78.5,721.0,5.5,41.935844,-87.638016,"(41.93584516, -87.63801849)",11.788912,363.0179,0.6931472,1.0,14.471002,1387.8355810397716,15.884136,2813.1722485478917,4.326778,8.642916,4.65396,10.198039,4.375757,8.860023,4.6839814,10.353744,6.582025,26.851442,2.345208,False,True
Mar,Submitted Data,2.5,False,NEAR NORTH SIDE,706415.0,1999.0,92.7,146.5,96.7,5134.9,7.8,41.895264,-87.62899,"(41.89526506, -87.62898937)",13.467959,840.485,0.6931472,1.0,16.730595,4295.389691285297,17.564133,6516.330531825408,4.540098,9.628084,4.9938283,12.103719,4.5819016,9.833616,5.021905,12.275992,8.54401,71.65822,2.792848,False,True
Mar,Submitted Data,4.0,False,South Shore,113516.0,2010.0,54.1,102.6,56.8,631.9,5.6,41.76263,-87.57255,"(41.7626302, -87.57255)",11.639708,336.92136,0.6931472,1.0,14.903784,1723.1197288639,14.970106,1781.218655864574,4.0091496,7.3552704,4.6405373,10.129166,4.0569887,7.5365777,4.6774907,10.319883,6.4503126,25.13762,2.366432,False,True
Mar,Not Submitted,0.0,False,LAKE VIEW,57600.0,1948.4,108.54,141.68,114.44,434.7600000000001,7.38,41.95402,-87.662025,"(41.95402016, -87.6620278)",10.961295,240.0,0.6931472,1.0,13.746538,966.101050615307,15.50977,2332.9409936815805,4.69629,10.418253,4.960604,11.902941,4.7487507,10.697663,4.9989676,12.135073,6.0770917,20.850899,2.7166154,True,False
Mar,Submitted Data,4.0,False,LINCOLN PARK,133953.0,1968.0,72.6,100.4,76.2,654.2,5.3,41.92027,-87.64782,"(41.92026783, -87.64782227)",11.805252,365.9959,0.6931472,1.0,14.352774,1308.1727332428236,15.801811,2699.725893493634,4.298645,8.520563,4.619073,10.01998,4.3463993,8.729261,4.6501436,10.178409,6.4849405,25.577333,2.302173,False,True
Mar,Not Submitted,0.0,False,EAST GARFIELD PARK,324027.0,1951.2,55.14,113.08,57.38,1880.22,6.16,41.870495,-87.707436,"(41.8704933, -87.70743828)",12.688585,569.2337,0.6931472,1.0,16.069578,3086.487809792872,16.241415,3363.3996997086147,4.0278487,7.4256315,4.7369,10.633908,4.066973,7.574959,4.762003,10.769402,7.5396757,43.361504,2.4819348,True,False
Mar,Submitted Data,4.0,False,LOOP,161155.0,1960.0,49.8,95.3,52.8,781.7,4.9,41.873596,-87.62479,"(41.87359779, -87.62479014)",11.9901285,401.44116,0.6931472,1.0,15.19145,1989.6721589246808,15.21978,2018.0560448114416,3.9278963,7.0569115,4.567468,9.762172,3.9852734,7.2663608,4.6001577,9.924717,6.6627493,27.958899,2.2135944,False,True
Mar,Submitted Data,3.0,False,HYDE PARK,115306.0,1893.0,86.4,116.2,93.4,701.7,6.1,41.792316,-87.594406,"(41.79231813, -87.59440361)",11.655354,339.56738,0.6931472,1.0,14.331617,1294.4074706212105,15.930372,2878.965161303624,4.470495,9.29516,4.7638817,10.779611,4.547541,9.664368,4.8291135,11.1400175,6.55493,26.48962,2.4698179,False,True
Mar,Not Submitted,0.0,False,KENWOOD,77016.0,1966.8,83.82,128.18,88.38,494.2600000000001,6.8,41.82021,-87.612465,"(41.82021138, -87.61246867)",11.251781,277.51758,0.6931472,1.0,14.336196,1297.373955342098,15.410502,2219.974418771532,4.4405313,9.155326,4.861207,11.321661,4.492897,9.401064,4.900969,11.550757,6.205083,22.231958,2.607681,True,False
Mar,Submitted Data,2.0,False,DOUGLAS,133990.0,1967.0,190.9,234.5,191.1,1772.7,13.2,41.842323,-87.62715,"(41.842325, -87.62715344)",11.805528,366.04645,0.6931472,1.0,14.895186,1715.7282710266215,7.165339,35.95552808679077,5.256974,13.816657,5.461711,15.313393,5.258016,13.823893,5.465525,15.342751,7.480823,42.103443,3.6331804,False,True
Mar,Submitted Data,1.0,False,NEAR NORTH SIDE,215384.0,1974.0,64.8,139.1,68.6,1386.0,7.6,41.90977,-87.628426,"(41.90977128, -87.62842476)",12.280183,464.09482,0.6931472,1.0,15.815523,2718.2985119372006,15.293307,2093.6277606107537,4.1866198,8.049845,4.9423566,11.794066,4.2427645,8.282512,5.001258,12.149074,7.2348986,37.22902,2.7568097,False,True
Mar,Submitted Data,4.0,False,NEAR WEST SIDE,160945.0,1925.0,66.1,105.4,70.2,905.5,5.6,41.879036,-87.68825,"(41.87903492, -87.68824971)",11.988824,401.1795,0.6931472,1.0,15.0118475,1818.7841268275904,15.807319,2707.1701461119874,4.206184,8.130191,4.667206,10.26645,4.265493,8.378544,4.706824,10.473777,6.809591,30.091528,2.366432,False,True
Mar,Submitted Data,1.0,False,ROGERS PARK,75220.0,1950.0,380.9,415.8,380.9,1189.9,21.2,42.0109,-87.66161,"(42.01090028, -87.66161276)",11.228186,274.26263,0.6931472,1.0,13.143291,714.5441903759347,16.855358,4571.875446684872,5.945159,19.516659,6.0326066,20.391174,5.945159,19.516659,6.0326066,20.391174,7.0824647,34.494926,4.604346,False,True
Mar,Submitted Data,1.0,False,NEAR NORTH SIDE,449500.0,2015.0,79.3,131.7,82.9,3174.6,7.1,41.898136,-87.62821,"(41.89813758, -87.62821205)",13.015893,670.44763,0.6931472,1.0,16.33712,3528.259301695384,16.959282,4815.718253801815,4.38577,8.905055,4.888091,11.476062,4.4296255,9.104943,4.9163246,11.640447,8.0632515,56.34359,2.6645825,False,True
Mar,Submitted Data,4.0,False,LOOP,701699.0,1910.0,45.9,127.7,48.8,4991.9,7.1,41.87754,-87.627235,"(41.87754201, -87.62723219)",13.461261,837.67474,0.6931472,1.0,17.276829,5644.370912688145,12.824908,609.3865768131096,3.8480177,6.774954,4.8574843,11.300443,3.908015,6.9856997,4.9177885,11.6490345,8.515772,70.65338,2.6645825,False,True
Mar,Submitted Data,4.0,False,NORTH LAWNDALE,71584.0,1912.0,111.6,140.9,118.0,524.3,7.3,41.84725,-87.71738,"(41.84725035, -87.71737883)",11.17864,267.55185,0.6931472,1.0,13.78596,985.3330401442956,15.763995,2649.1592628605777,4.7238417,10.56409,4.9551225,11.870131,4.7791233,10.862781,4.999237,12.136722,6.2639694,22.897598,2.7018511,False,True
Mar,Submitted Data,3.0,False,AUSTIN,111030.0,1924.0,47.9,107.0,50.1,652.6,5.9,41.882526,-87.76612,"(41.8825252, -87.76612258)",11.617565,333.21164,0.6931472,1.0,15.094573,1895.592150226414,14.362353,1314.4534605683075,3.8897774,6.9209824,4.6821313,10.34408,3.9337845,7.0781355,4.713127,10.50714,6.4824953,25.546038,2.4289916,False,True
Mar,Submitted Data,1.0,False,EAST GARFIELD PARK,85000.0,2002.0,99.2,235.2,101.0,1103.0,13.0,41.86993,-87.695946,"(41.869931, -87.695949)",11.350418,291.5476,0.6931472,1.0,15.666315,2522.882557710525,14.540596,1436.9782531409444,4.607168,9.95992,5.464679,15.336231,4.624973,10.049875,5.4701676,15.378556,7.0066953,33.211445,3.6055512,False,True
Mar,Not Submitted,0.0,False,North Lawndale,54000.0,1978.4,56.02,90.48,59.18,335.82,4.84,41.874435,-87.7179,"(41.87443626, -87.71790135)",10.896758,232.379,0.6931472,1.0,14.056075,1127.8146656255185,14.765286,1607.8337040875838,4.043402,7.484651,4.5161204,9.512097,4.09734,7.692854,4.553877,9.69536,5.8195486,18.325392,2.2,True,False
Mar,Submitted Data,1.0,False,GRAND BOULEVARD,56687.0,1975.0,134.8,243.9,139.7,747.2,13.2,41.81634,-87.60675,"(41.81634122, -87.60674817)",10.945318,238.09032,0.6931472,1.0,15.013638,1820.413194854399,15.281056,2080.842017069052,4.9111834,11.61034,5.50085,15.617298,4.94663,11.819475,5.5182557,15.754364,6.6176705,27.334959,3.6331804,False,True
Mar,Submitted Data,4.0,False,CLEARING,99233.0,1953.0,73.8,98.0,81.3,508.6,5.1,41.778255,-87.778984,"(41.77825461, -87.77898519)",11.505236,315.0127,0.6931472,1.0,13.966937,1078.6528635293191,15.633082,2481.308082443613,4.314818,8.5906925,4.59512,9.899495,4.4103713,9.016651,4.6784205,10.324728,6.233626,22.552162,2.258318,False,True
Mar,Not Submitted,0.0,False,NEAR NORTH SIDE,171882.0,1986.8,72.24,122.16,73.94,1006.8,6.58,41.939556,-87.66847,"(41.939555, -87.668475)",12.054569,414.58655,0.78845733,1.0954452,15.225577,2023.9140100310588,15.749773,2630.387933366484,4.2937417,8.499412,4.813484,11.052602,4.3166876,8.598837,4.8271933,11.129241,6.915525,31.730112,2.565151,True,False
Mar,Submitted Data,2.0,False,NORTH PARK,222600.0,1999.0,110.1,191.2,118.3,2292.1,10.3,41.981094,-87.707794,"(41.981095, -87.70779564)",12.313136,471.80505,0.6931472,1.0,16.079851,3102.3828261515373,16.515053,3856.542479994224,4.7104306,10.492855,5.2585363,13.827509,4.7816415,10.87658,5.3028073,14.138599,7.73766,47.87588,3.2093613,False,True
Mar,Submitted Data,1.0,False,LAKE VIEW,234695.0,1973.0,98.4,133.9,104.3,1649.1,7.0,41.94929,-87.64692,"(41.94929285, -87.64691569)",12.366046,484.4533,0.6931472,1.0,15.228015,2026.3825157161225,16.759008,4356.848528466419,4.599152,9.919678,4.904534,11.571517,4.6568136,10.212737,4.950177,11.840608,7.4085913,40.60911,2.6457512,False,True
Mar,Submitted Data,4.0,False,NEAR NORTH SIDE,130200.0,1963.0,55.0,81.5,57.1,561.9,4.3,41.90375,-87.63559,"(41.9037528, -87.63558845)",11.7768345,360.83237,0.6931472,1.0,14.381671,1327.2111361799225,15.502468,2324.439373268316,4.0253515,7.4161983,4.4127984,9.027735,4.0621657,7.556454,4.4308167,9.110434,6.333102,23.70443,2.0736442,False,True
Mar,Submitted Data,4.0,False,LAKE VIEW,599388.0,1968.0,71.7,92.7,74.2,2565.9,4.8,41.945133,-87.64221,"(41.94513227, -87.64221298)",13.303666,774.20154,0.6931472,1.0,15.482043,2300.821375074562,17.304516,5723.055599939598,4.286341,8.467586,4.540098,9.628084,4.3201513,8.613942,4.5685062,9.767292,7.8504543,50.654713,2.1908903,False,True
Mar,Submitted Data,4.0,False,NEAR WEST SIDE,178600.0,1920.0,41.3,70.2,42.8,673.8,3.8,41.873993,-87.65168,"(41.87399385, -87.651678)",12.09291,422.61093,0.6931472,1.0,14.824316,1655.9961654544977,15.347764,2151.4167425210767,3.744787,6.4265075,4.265493,8.378544,3.7796338,6.542171,4.2890887,8.479386,6.514416,25.957659,1.9493588,False,True
Mar,Exempt,2.8,True,NEAR WEST SIDE,201533.0,1964.4,80.58,160.44,84.4,1463.3,8.76,41.873993,-87.65168,"(41.87399385, -87.651678)",12.213714,448.92426,1.0296195,1.3416408,15.795369,2691.044079906533,15.746204,2625.6980862239284,4.401584,8.976636,5.0841336,12.6664915,4.447346,9.186947,5.11943,12.893409,7.2891326,38.253105,2.9597297,False,False
Mar,Submitted Data,3.5,False,NEAR NORTH SIDE,636851.0,2004.0,55.5,118.7,55.6,3969.8,6.5,41.8945,-87.62714,"(41.89450091, -87.62713619)",13.364292,798.0294,0.6931472,1.0,16.863934,4591.520652245833,16.364504,3576.9014383960875,4.0342407,7.4498324,4.7849884,10.894953,4.036009,7.4565406,4.7866583,10.904128,8.286723,63.006348,2.5495098,False,True
Mar,Exempt,2.0,True,WEST RIDGE,60536.0,1954.6,93.38,152.54,98.06,494.2600000000001,8.16,42.005608,-87.7012,"(42.0056073, -87.70120525)",11.01101,246.04065,0.6931472,1.0,14.440764,1367.0110314112317,15.154385,1953.137307001226,4.547329,9.663333,5.0339613,12.350708,4.5957255,9.902525,5.061962,12.525973,6.205083,22.231958,2.8565714,False,False
Mar,Submitted Data,3.5,False,LAKE VIEW,161000.0,1972.0,43.0,96.2,44.2,851.5,5.3,41.93985,-87.65845,"(41.9398511, -87.65844752)",11.989166,401.24805,0.6931472,1.0,15.363417,2168.320317665266,14.611472,1488.8150993323516,3.7841897,6.5574384,4.576771,9.80816,3.8110971,6.6483083,4.607168,9.95992,6.748173,29.180473,2.302173,False,True
Mar,Submitted Data,1.0,False,HYDE PARK,58781.0,1949.0,293.4,582.3,295.9,1900.8,32.3,41.79304,-87.601364,"(41.793042, -87.601363)",10.981591,242.44794,0.6931472,1.0,15.951137,2909.0104159318507,12.3702345,485.4688455503608,5.6849394,17.128923,6.3687015,24.130894,5.6933956,17.201744,6.3728075,24.18057,7.550556,43.598164,5.683309,False,True
Mar,Submitted Data,3.0,False,UPTOWN,54738.0,1933.0,80.5,167.5,82.9,501.2,9.2,41.95402,-87.662025,"(41.95402016, -87.6620278)",10.910332,233.96153,0.6931472,1.0,14.768949,1610.7806802913922,14.410066,1346.1886197706472,4.400603,8.972179,5.126936,12.942179,4.4296255,9.104943,5.1659284,13.198484,6.2189984,22.387497,3.0331502,False,True
Mar,Submitted Data,4.0,False,NEAR WEST SIDE,144000.0,2000.0,50.9,82.5,53.7,613.5,4.4,41.886963,-87.64549,"(41.886964, -87.64549314)",11.877576,379.47333,0.6931472,1.0,14.651515,1518.9238295582832,15.435049,2247.3889249526883,3.949319,7.1344237,4.4248466,9.082951,4.0018635,7.328028,4.4589877,9.241212,6.420809,24.768932,2.0976176,False,True
Mar,Submitted Data,4.0,False,MCKINLEY PARK,422708.0,2006.0,66.6,148.8,68.2,1137.8,8.2,41.834442,-87.67471,"(41.83444209, -87.67471572)",12.954439,650.16,0.6931472,1.0,15.651999,2504.888520473516,14.90891,1727.541576923693,4.213608,8.160882,5.009301,12.19836,4.237001,8.258329,5.0172796,12.247449,7.03773,33.731293,2.8635643,False,True
Mar,Submitted Data,1.0,False,EDGEWATER,371795.0,1967.0,60.2,168.7,64.8,2705.9,9.4,41.988846,-87.65469,"(41.988847, -87.65469653)",12.8261,609.74994,0.6931472,1.0,16.668417,4163.90591872583,16.582914,3989.641592925359,4.114147,7.758866,5.1340322,12.988457,4.1866198,8.049845,5.206202,13.468482,7.903559,52.018265,3.065942,False,True
Mar,Submitted Data,1.5,False,Near West Side,169898.0,2015.0,84.8,159.6,87.9,1158.8,8.7,41.874294,-87.65018,"(41.8742951, -87.65018)",12.042959,412.18686,0.6931472,1.0,15.501354,2323.1450234541967,15.600499,2441.2105603572995,4.452019,9.208692,5.078917,12.633289,4.487512,9.3755,5.096813,12.747549,7.056003,34.041153,2.9495761,False,True
Mar,Not Submitted,0.0,False,Lake View,123000.0,1990.4,57.06,112.16,59.4,731.22,6.04,41.922195,-87.649605,"(41.922195, -87.64960715)",11.719948,350.71356,0.78845733,1.0954452,15.074266,1876.44299140688,14.6801405,1540.820060876675,4.061477,7.553807,4.7288027,10.590562,4.1009893,7.7071395,4.750828,10.708875,6.596081,27.04108,2.4576411,True,False
Mar,Exempt,0.9,True,NEAR NORTH SIDE,72800.0,1969.6,140.92,260.72,146.4,974.82,14.2,41.88425,-87.63245,"(41.88425, -87.63245)",11.195485,269.81476,0.6931472,1.0,15.296791,2097.2774828333995,15.365068,2170.1117298424983,4.9552636,11.870973,5.567275,16.146826,4.9931498,12.0995865,5.589643,16.329115,6.8832784,31.222107,3.7682889,False,False
Mar,Submitted Data,2.5,False,West Ridge,95230.0,1980.0,84.9,119.0,91.0,524.3,6.3,41.88425,-87.63245,"(41.8842525, -87.63245)",11.464061,308.5936,0.6931472,1.0,14.172508,1195.4208045705077,15.551,2381.53307766237,4.4531837,9.21412,4.787492,10.908712,4.5217886,9.539392,4.8394513,11.198215,6.2639694,22.897598,2.50998,False,True
Mar,Submitted Data,2.5,False,NEAR WEST SIDE,74135.0,1989.0,94.1,138.2,100.0,542.5,7.3,41.87478,-87.661064,"(41.8747803, -87.66106163)",11.213656,272.27744,0.6931472,1.0,14.327697,1291.8724395233455,15.485157,2304.406669839332,4.554929,9.700516,4.9359117,11.75585,4.6151204,10.0,4.9794884,12.016655,6.29803,23.29163,2.7018511,False,True
Mar,Submitted Data,4.0,False,LOOP,100448.0,1892.0,35.0,61.6,36.1,333.7,3.3,41.868633,-87.627304,"(41.86863212, -87.62730687)",11.5174055,316.93533,0.6931472,1.0,14.172837,1195.6177064597196,14.5485735,1442.7217333914396,3.583519,5.91608,4.1367655,7.8485665,3.613617,6.0083275,4.1526136,7.9120164,5.813235,18.267458,1.8165902,False,True
Mar,Submitted Data,3.0,False,LINCOLN PARK,150000.0,1986.0,42.4,105.6,44.1,876.7,5.8,41.930603,-87.642876,"(41.93060346, -87.64287601)",11.918397,387.29834,0.6931472,1.0,15.4702835,2287.3330758767947,13.940054,1064.251051209253,3.7704594,6.511528,4.6690836,10.276186,3.8088822,6.6407833,4.707727,10.47855,6.7773046,29.60912,2.408319,False,True
Mar,Submitted Data,1.0,False,Near North Side,241717.0,2017.0,84.0,163.0,86.7,1581.1,8.9,41.90412,-87.631424,"(41.90412113, -87.63142484)",12.395527,491.64722,0.6931472,1.0,15.846717,2761.027815868576,15.8126,2714.328517331681,4.4426513,9.165152,5.0998664,12.767145,4.473922,9.311283,5.120983,12.903488,7.3665085,39.76305,2.9832869,False,True
Mar,Submitted Data,0.0,False,WEST TOWN,80109.0,2017.0,70.36,109.18,75.36,466.7,5.8,41.90422,-87.67412,"(41.90422, -87.67412)",11.291156,283.03534,0.6931472,1.0,14.298512,1273.1579949087231,15.310773,2111.9906912673646,4.2677374,8.388086,4.7021155,10.448923,4.335459,8.681014,4.744932,10.677078,6.147827,21.603241,2.408319,False,True
Mar,Submitted Data,4.0,False,SOUTH SHORE,52604.0,1963.0,88.8,122.7,94.0,339.1,6.4,41.762592,-87.57232,"(41.76259226, -87.57231648)",10.870566,229.35562,0.6931472,1.0,13.691027,939.6550430876216,15.147931,1946.8446265688488,4.497585,9.423375,4.817859,11.0770035,4.553877,9.69536,4.860587,11.318127,5.82924,18.414667,2.529822,False,True
Mar,Submitted Data,4.0,False,LOOP,598474.0,1889.0,36.3,69.2,38.2,2247.5,3.8,41.876034,-87.62519,"(41.87603287, -87.62519066)",13.30214,773.611,0.6931472,1.0,16.17725,3257.2057349820566,16.226086,3337.718681974261,3.6189933,6.024948,4.2513485,8.318654,3.6686769,6.180615,4.278054,8.432081,7.7180185,47.407806,1.9493588,False,True
Mar,Submitted Data,4.0,False,Rogers Park,255286.0,1962.0,51.8,93.4,54.3,1288.5,5.0,42.00152,-87.65906,"(42.0015174, -87.65906)",12.450144,505.25836,1.0986123,1.4142135,15.55381,2384.881716144429,15.836493,2746.949053040482,3.9665112,7.1972218,4.547541,9.664368,4.012773,7.3688536,4.565389,9.751923,7.1620097,35.895683,2.236068,False,True
Mar,Submitted Data,4.0,False,NEAR NORTH SIDE,404342.0,1965.0,67.1,125.6,69.5,2685.0,6.8,41.89645,-87.62257,"(41.89644968, -87.62256575)",12.910019,635.8789,0.6931472,1.0,16.335407,3525.238998989997,16.457134,3746.462131131182,4.2209773,8.191459,4.8410325,11.207141,4.255613,8.336666,4.8613615,11.322544,7.895808,51.816986,2.607681,False,True
Mar,Submitted Data,3.5,False,NEAR WEST SIDE,1111604.0,2010.0,62.2,104.1,64.7,5171.1,5.6,41.8888,-87.64184,"(41.88880288, -87.64184084)",13.921315,1054.3263,1.0986123,1.4142135,16.835924,4527.664994232679,17.429714,6092.765505088802,4.146304,7.886698,4.6549125,10.202941,4.185099,8.043631,4.6784205,10.324728,8.551034,71.91036,2.366432,False,True
Mar,Submitted Data,0.0,True,WEST RIDGE,953865.0,1950.0,101.2,172.2,108.1,6640.7,9.3,41.99564,-87.67579,"(41.995638, -87.675792)",13.768278,976.6601,3.465736,5.5677643,17.11224,5198.470400031148,17.635836,6754.186079758241,4.6269317,10.059821,5.154447,13.122499,4.692265,10.397115,5.1951766,13.394029,8.801124,81.49049,3.04959,False,True
Mar,Submitted Data,3.5,False,NEAR NORTH SIDE,97000.0,1925.0,72.9,97.4,76.6,494.5,5.1,41.90375,-87.63559,"(41.9037528, -87.63558845)",11.482476,311.44824,0.6931472,1.0,13.960556,1075.2168618469486,15.592811,2431.8437861014017,4.302713,8.53815,4.5890408,9.8691435,4.3515673,8.752143,4.6220274,10.034939,6.2055674,22.237356,2.258318,False,True
Mar,Submitted Data,4.0,False,NEAR NORTH SIDE,870112.0,1962.0,64.2,83.8,67.8,3417.1,4.4,41.90886,-87.63195,"(41.9088576, -87.63195257)",13.676378,932.7979,1.0986123,1.4142135,15.805553,2704.7821538896624,17.572948,6545.117798787123,4.1774592,8.01249,4.4402957,9.154234,4.2312036,8.234076,4.4750614,9.316651,8.13684,58.455967,2.0976176,False,True
Mar,Submitted Data,4.0,False,LAKE VIEW,102874.0,1970.0,46.8,75.7,48.2,368.9,4.0,41.95402,-87.662025,"(41.95402016, -87.6620278)",11.54127,320.73978,0.6931472,1.0,14.138473,1175.2496330567392,14.875877,1699.244008375489,3.8670256,6.8410525,4.339902,8.700575,3.8958936,6.942622,4.3579903,8.780661,5.913233,19.20677,2.0,False,True
Mar,Not Submitted,0.0,False,EDGEWATER,71130.0,1954.4,86.36,117.92,90.6,435.9,6.2,41.990902,-87.66661,"(41.99090057, -87.66660744)",11.172278,266.7021,0.6931472,1.0,13.902711,1044.5643206619686,15.425129,2236.2698629637703,4.4700375,9.293008,4.778451,10.8590975,4.5174313,9.518403,4.813809,11.054411,6.0797043,20.878218,2.48998,True,False
Mar,Submitted Data,3.0,False,NEW CITY,73350.0,1996.0,53.7,116.6,56.3,469.1,6.4,41.802425,-87.67248,"(41.80242628, -87.67247949)",11.2030115,270.83206,0.6931472,1.0,14.740583,1588.0967539794292,14.166457,1191.809548543726,4.0018635,7.328028,4.767289,10.798148,4.0483007,7.5033326,4.7899885,10.922454,6.1529455,21.658716,2.529822,False,True
Mar,Submitted Data,1.0,False,Uptown,70000.0,1923.0,99.2,136.1,59.66,500.4,7.1,41.97223,-87.6646,"(41.9722301, -87.6646)",11.156265,264.57513,0.6931472,1.0,14.059326,1129.6496802106394,15.550912,2381.428856800052,4.607168,9.95992,4.9207106,11.66619,4.1052847,7.7239885,4.5699573,9.774457,6.2174044,22.369623,2.6645825,False,True
Mar,Exempt,0.0,True,Calumet Heights,50000.0,1972.8,78.48,139.96,81.38,489.5400000000001,7.58,41.74246,-87.58007,"(41.74246, -87.58007)",10.819798,223.6068,0.6931472,1.0,14.581221,1466.464946734152,14.634818,1506.2958142410143,4.3755054,8.858893,4.9484763,11.830469,4.4113426,9.021087,4.9710627,11.965785,6.195507,22.125551,2.75318,False,False
Mar,Submitted Data,3.5,False,WASHINGTON PARK,86910.0,1913.0,80.4,103.6,86.0,469.2,5.4,41.789722,-87.623276,"(41.78972345, -87.6232775)",11.37264,294.80502,0.6931472,1.0,13.767356,976.2097622949692,15.612831,2456.310220635822,4.3993754,8.966604,4.6501436,10.178409,4.465908,9.273619,4.7050157,10.464225,6.153158,21.661024,2.32379,False,True
Mar,Submitted Data,2.0,False,NEAR NORTH SIDE,410081.0,2000.0,119.7,259.5,121.4,5834.6,14.2,41.895752,-87.62506,"(41.895753, -87.625059)",12.924112,640.3757,0.6931472,1.0,17.260798,5599.311698771556,16.690487,4210.10689888036,4.7933083,10.940749,5.562603,16.109003,4.8072944,11.018167,5.5691075,16.161682,8.671732,76.38455,3.7682889,False,True
Mar,Submitted Data,4.0,False,NEAR WEST SIDE,108520.0,1905.0,90.9,145.7,100.0,817.4,7.8,41.884174,-87.64168,"(41.88417414, -87.64167983)",11.594699,329.42374,0.6931472,1.0,14.919773,1736.951093151445,15.6911545,2554.4118305394686,4.520701,9.534149,4.9883895,12.070625,4.6151204,10.0,5.0517774,12.461942,6.707351,28.590208,2.792848,False,True
Mar,Submitted Data,1.0,False,NEAR WEST SIDE,87388.0,1984.0,88.3,184.0,91.0,879.4,10.1,41.87711,-87.659836,"(41.87710779, -87.65983466)",11.378124,295.61462,0.6931472,1.0,15.333452,2136.0769414981287,14.962814,1774.7357831519598,4.4920015,9.396808,5.220356,13.56466,4.5217886,9.539392,5.245444,13.736812,6.7803764,29.654678,3.1780498,False,True
Mar,Submitted Data,1.5,False,WEST RIDGE,80000.0,1927.0,121.8,139.9,132.6,573.9,7.2,42.0088,-87.69503,"(42.00880199, -87.69502812)",11.289794,282.8427,0.6931472,1.0,13.210885,739.1063522930918,16.034779,3033.2491160470154,4.810557,11.0363035,4.9480505,11.827933,4.8948503,11.515207,5.025852,12.300406,6.354196,23.95621,2.6832817,False,True
Mar,Not Submitted,0.0,False,UPTOWN,67500.0,1957.4,77.04,111.16,81.72,394.7,5.88,41.97223,-87.6646,"(41.97223008, -87.6645957)",11.119898,259.80762,0.6931472,1.0,13.966839,1078.599721861637,15.205055,2003.2523705214976,4.3572216,8.777244,4.7199264,10.543244,4.4154615,9.039911,4.760463,10.761041,5.980656,19.867058,2.4248712,True,False
Mar,Submitted Data,4.0,False,LOGAN SQUARE,126540.0,1997.0,59.4,114.5,61.9,787.1,6.2,41.91598,-87.72249,"(41.9159824, -87.72248643)",11.748322,355.7246,0.6931472,1.0,15.142268,1941.340490485891,15.135801,1935.073616170713,4.1009893,7.7071395,4.7492704,10.700467,4.1415462,7.8676553,4.7706847,10.816654,6.669625,28.055302,2.48998,False,True
Mar,Submitted Data,4.0,False,LINCOLN PARK,64000.0,1986.0,32.3,54.3,32.0,157.4,2.9,41.922012,-87.65462,"(41.92201051, -87.65461957)",11.066654,252.98221,0.6931472,1.0,13.351902,793.1008763076737,13.925059,1056.301945468245,3.5055573,5.683309,4.012773,7.3688536,3.4965076,5.656854,3.9982007,7.314369,5.0651236,12.545916,1.7029387,False,True
Mar,Not Submitted,0.0,False,WEST GARFIELD PARK,66974.0,1972.6,317.7,398.6,365.8,1381.9599999999998,20.7,41.880825,-87.72328,"(41.8808242, -87.72327934)",11.112075,258.79337,0.6931472,1.0,14.724083,1575.0482849741466,16.745584,4327.704962217273,5.7642503,17.82414,5.990464,19.96497,5.9048166,19.125898,6.128484,21.39486,7.2319813,37.17472,4.549725,True,False
