Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date_year,Order Date_month,Order Date_day,Order Date_dayofweek,Order Date_quarter,Ship Date_year,Ship Date_month,Ship Date_day,Ship Date_dayofweek,Ship Date_quarter,Sales_log,Sales_sqrt,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
2014-06-01,2014-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,2014,6,1,6,2,2014,6,6,4,2,7.6023316,44.74215,2.6457512,0.0,False,True,False,False,True,False,False,False,False,False
2014-06-01,2014-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,166.72,2,0.0,41.68,2014,6,1,6,2,2014,6,6,4,2,5.122296,12.91201,1.4142135,0.0,False,True,False,False,True,False,False,False,True,False
2014-06-01,2014-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,47.88,6,0.0,23.94,2014,6,1,6,2,2014,6,6,4,2,3.8893683,6.9195375,2.4494898,0.0,False,True,False,False,True,False,False,False,True,False
2014-06-01,2014-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,2014,6,1,6,2,2014,6,6,4,2,7.3160496,38.771767,2.236068,0.0,False,True,False,False,True,False,False,False,True,False
2014-06-01,2014-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,2014,6,1,6,2,2014,6,6,4,2,3.2928696,5.091169,2.0,0.0,False,True,False,False,True,False,False,False,True,False
2016-12-10,2016-12-15,Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372,2016,12,10,5,4,2016,12,15,3,4,5.776314,17.932318,1.4142135,0.4472136,False,True,False,False,False,False,False,True,False,False
2016-09-11,2016-09-17,Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,7.61,1,0.0,3.5767,2016,9,11,6,3,2016,9,17,5,3,2.1529243,2.758623,1.0,0.0,False,False,True,False,False,False,False,True,True,False
2016-09-11,2016-09-17,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,3347.37,13,0.0,636.0003,2016,9,11,6,3,2016,9,17,5,3,8.116229,57.85646,3.6055512,0.0,False,False,True,False,False,False,False,True,False,True
2016-12-10,2016-12-13,First Class,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,6,0.0,22.5624,2016,12,10,5,4,2016,12,13,1,4,4.401584,8.976636,2.4494898,0.0,False,False,False,False,False,True,False,False,True,False
2016-12-10,2016-12-13,First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,2016,12,10,5,4,2016,12,13,1,4,5.894182,19.024195,2.0,0.0,False,False,False,False,False,True,False,False,True,False
2015-11-28,2015-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,2015,11,28,5,4,2015,12,4,4,4,2.575052,3.483102,3.0,0.7745967,False,False,True,True,False,False,False,False,False,False
2015-11-28,2015-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,2015,11,28,5,4,2015,12,4,4,4,4.4232645,9.075682,1.4142135,0.4472136,False,False,True,True,False,False,False,False,True,False
2015-11-28,2015-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.044,2015,11,28,5,4,2015,12,4,4,4,4.0058775,7.343024,2.236068,0.4472136,False,False,True,True,False,False,False,False,True,False
2015-11-28,2015-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,647.904,6,0.2,56.6916,2015,11,28,5,4,2015,12,4,4,4,6.4752846,25.453959,2.4494898,0.4472136,False,False,True,True,False,False,False,False,False,True
2017-12-01,2017-12-03,Second Class,Consumer,New York City,New York,East,Technology,Accessories,20.37,3,0.0,6.9258,2017,12,1,4,4,2017,12,3,6,4,3.061988,4.513314,1.7320508,0.0,False,True,False,False,False,True,False,False,False,True
2017-12-01,2017-12-03,Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,221.55,3,0.0,6.6465,2017,12,1,4,4,2017,12,3,6,4,5.405152,14.884556,1.7320508,0.0,False,True,False,False,False,True,False,False,True,False
2017-12-01,2017-12-03,Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.52,5,0.2,6.132,2017,12,1,4,4,2017,12,3,6,4,2.9188511,4.18569,2.236068,0.4472136,False,True,False,False,False,True,False,False,True,False
2017-06-08,2017-06-12,Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,2017,6,8,3,2,2017,6,12,0,2,0.96469986,1.2743626,1.4142135,0.8944272,False,False,True,True,False,False,False,False,True,False
2014-09-19,2014-09-21,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,3059.982,3,0.4,-509.997,2014,9,19,4,3,2014,9,21,6,3,8.026491,55.317104,1.7320508,0.6324555,False,True,False,True,False,False,False,False,False,True
2014-09-19,2014-09-21,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,2519.958,7,0.4,-251.9958,2014,9,19,4,3,2014,9,21,6,3,7.832394,50.199184,2.6457512,0.6324555,False,True,False,True,False,False,False,False,False,True
2016-06-06,2016-06-13,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,328.224,4,0.2,28.7196,2016,6,6,0,2,2016,6,13,0,2,5.796738,18.116953,2.0,0.4472136,False,False,True,False,False,False,False,False,False,True
2015-11-10,2015-11-15,Standard Class,Consumer,Brentwood,California,West,Technology,Accessories,79.9,2,0.0,35.156,2015,11,10,1,4,2015,11,15,6,4,4.3932137,8.93868,1.4142135,0.0,False,False,True,False,False,False,False,True,False,True
2017-06-16,2017-06-20,Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.016,3,0.2,4.7304,2017,6,16,4,2,2017,6,20,1,2,2.7091162,3.743795,1.7320508,0.4472136,False,False,True,True,False,False,True,False,True,False
2016-01-22,2016-01-28,Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,2016,1,22,4,1,2016,1,28,3,1,2.1471002,2.7495453,2.4494898,0.0,False,False,True,False,False,True,False,False,True,False
2017-12-09,2017-12-13,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,2017,12,9,5,4,2017,12,13,2,4,3.643045,6.099836,1.0,0.4472136,False,False,True,True,False,True,False,False,True,False
2017-12-09,2017-12-13,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,2017,12,9,5,4,2017,12,13,2,4,4.070325,7.587885,1.7320508,0.4472136,False,False,True,True,False,True,False,False,True,False
2017-12-28,2018-01-02,Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,725.84,4,0.0,210.4936,2017,12,28,3,4,2018,1,2,1,1,6.5887065,26.941418,2.0,0.0,False,True,False,True,False,False,False,True,True,False
2015-07-30,2015-07-31,First Class,Consumer,San Francisco,California,West,Technology,Accessories,209.93,7,0.0,92.3692,2015,7,30,3,3,2015,7,31,4,3,5.3515263,14.488961,2.6457512,0.0,False,False,False,False,False,False,False,True,False,True
2015-07-30,2015-07-31,First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,5.28,3,0.0,2.3232,2015,7,30,3,3,2015,7,31,4,3,1.83737,2.297825,1.7320508,0.0,False,False,False,False,False,False,False,True,False,False
2015-07-30,2015-07-31,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,10.92,3,0.2,4.095,2015,7,30,3,3,2015,7,31,4,3,2.4782176,3.3045423,1.7320508,0.4472136,False,False,False,False,False,False,False,True,True,False
2017-09-16,2017-09-17,First Class,Corporate,Inglewood,California,West,Office Supplies,Paper,8.82,2,0.0,4.0572,2017,9,16,5,3,2017,9,17,6,3,2.2844212,2.9698484,1.4142135,0.0,False,False,False,True,False,False,False,True,True,False
2017-09-16,2017-09-17,First Class,Corporate,Inglewood,California,West,Office Supplies,Art,5.98,1,0.0,1.5548,2017,9,16,5,3,2017,9,17,6,3,1.943049,2.4454038,1.0,0.0,False,False,False,True,False,False,False,True,True,False
2017-10-13,2017-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.648,2,0.2,4.0768,2017,10,13,4,4,2017,10,17,1,4,2.5374992,3.4129167,1.4142135,0.4472136,False,False,True,True,False,True,False,False,True,False
2017-10-13,2017-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.176,4,0.2,5.9072,2017,10,13,4,4,2017,10,17,1,4,2.9536595,4.263332,2.0,0.4472136,False,False,True,True,False,True,False,False,True,False
2017-10-13,2017-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.712,6,0.2,5.9712,2017,10,13,4,4,2017,10,17,1,4,4.1061416,7.727354,2.4494898,0.4472136,False,False,True,True,False,True,False,False,True,False
2017-10-13,2017-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,3,0.2,8.694,2017,10,13,4,4,2017,10,17,1,4,3.2519236,4.9839745,1.7320508,0.4472136,False,False,True,True,False,True,False,False,True,False
2015-09-26,2015-09-28,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,2015,9,26,5,3,2015,9,28,0,3,1.1249295,1.4422206,2.236068,0.8944272,False,True,False,False,False,False,False,False,True,False
2015-09-26,2015-09-28,Second Class,Consumer,Houston,Texas,Central,Technology,Phones,1114.4,7,0.2,376.11,2015,9,26,5,3,2015,9,28,0,3,7.0169683,33.38263,2.6457512,0.4472136,False,True,False,False,False,False,False,False,False,True
2015-11-02,2015-11-06,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,1038.84,5,0.2,51.942,2015,11,2,0,4,2015,11,6,4,4,6.946822,32.23104,2.236068,0.4472136,False,False,True,False,False,False,False,True,False,False
2015-09-26,2015-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,141.76,5,0.2,47.844,2015,9,26,5,3,2015,10,2,4,4,4.961165,11.906301,2.236068,0.4472136,False,False,True,False,False,False,False,True,True,False
2015-09-26,2015-10-02,Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,239.8,5,0.2,47.96,2015,9,26,5,3,2015,10,2,4,4,5.483967,15.485477,2.236068,0.4472136,False,False,True,False,False,False,False,True,False,True
2015-09-26,2015-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,31.104,6,0.2,10.8864,2015,9,26,5,3,2015,10,2,4,4,3.4689806,5.577096,2.4494898,0.4472136,False,False,True,False,False,False,False,True,True,False
2016-12-18,2016-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,0.7,-169.372,2016,12,18,6,4,2016,12,20,1,4,5.541491,15.939197,2.6457512,0.83666,False,True,False,True,False,False,True,False,True,False
2016-12-18,2016-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,0.2,24.316,2016,12,18,6,4,2016,12,20,1,4,5.2757034,13.9473295,1.4142135,0.4472136,False,True,False,True,False,False,True,False,True,False
2016-12-18,2016-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,2016,12,18,6,4,2016,12,20,1,4,6.8695135,31.00774,2.236068,0.4472136,False,True,False,True,False,False,True,False,True,False
2016-11-20,2016-11-24,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,2016,11,20,6,4,2016,11,24,3,4,3.0005207,4.369897,2.6457512,0.4472136,False,True,False,False,True,True,False,False,True,False
2016-11-20,2016-11-24,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.496,8,0.2,6.2424,2016,11,20,6,4,2016,11,24,3,4,2.9702094,4.300698,2.828427,0.4472136,False,True,False,False,True,True,False,False,True,False
2016-11-20,2016-11-24,Second Class,Home Office,Columbus,Ohio,East,Technology,Accessories,255.984,2,0.2,54.3966,2016,11,20,6,4,2016,11,24,3,4,5.5490136,15.9995,1.4142135,0.4472136,False,True,False,False,True,True,False,False,False,True
2016-11-20,2016-11-24,Second Class,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,2016,11,20,6,4,2016,11,24,3,4,4.476996,9.32577,1.7320508,0.70710677,False,True,False,False,True,True,False,False,False,False
2014-12-26,2014-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,8,0.2,78.8592,2014,12,26,4,4,2014,12,28,6,4,5.7084913,17.332512,2.828427,0.4472136,False,False,False,True,False,False,False,True,False,False
2014-12-26,2014-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,3,0.2,20.1558,2014,12,26,4,4,2014,12,28,6,4,5.44394,15.177352,1.7320508,0.4472136,False,False,False,True,False,False,False,True,False,False
2014-12-26,2014-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,2014,12,26,4,4,2014,12,28,6,4,5.390678,14.776738,1.7320508,0.4472136,False,False,False,True,False,False,False,True,False,False
2014-12-26,2014-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5,0.7,-62.88,2014,12,26,4,4,2014,12,28,6,4,4.377014,8.8656645,2.236068,0.83666,False,False,False,True,False,False,False,True,True,False
2014-12-26,2014-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,2014,12,26,4,4,2014,12,28,6,4,3.351727,5.249,1.7320508,0.4472136,False,False,False,True,False,False,False,True,True,False
2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,5,0.0,15.552,2016,10,28,4,4,2016,11,3,3,4,3.508556,5.6920996,2.236068,0.0,False,False,True,True,False,True,False,False,True,False
2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,2016,10,28,4,4,2016,11,3,3,4,6.987933,32.901062,2.828427,0.0,False,False,True,True,False,True,False,False,True,False
2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3,0.0,27.3168,2016,10,28,4,4,2016,11,3,3,4,4.05889,7.543872,1.7320508,0.0,False,False,True,True,False,True,False,False,True,False
2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,0.0,38.024,2016,10,28,4,4,2016,11,3,3,4,4.364372,8.809086,2.0,0.0,False,False,True,True,False,True,False,False,False,False
2016-10-28,2016-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,1,0.0,6.5688,2016,10,28,4,4,2016,11,3,3,4,2.7265449,3.7788887,1.0,0.0,False,False,True,True,False,True,False,False,True,False
2017-11-19,2017-11-23,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,3,0.5,-131.445,2017,11,19,6,4,2017,11,23,3,4,5.3939686,14.801183,1.7320508,0.70710677,False,False,True,False,False,False,False,False,False,False
2015-05-04,2015-05-09,Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2,0.0,12.864,2015,5,4,0,2,2015,5,9,5,2,3.325036,5.176872,1.4142135,0.0,False,True,False,True,False,True,False,False,False,False
2014-12-30,2015-01-04,Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,3,0.0,2.8536,2014,12,30,1,4,2015,1,4,6,1,2.383243,3.1368775,1.7320508,0.0,False,False,True,True,False,False,False,False,True,False
2014-06-01,2014-06-06,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,3,0.0,20.9208,2014,6,1,6,2,2014,6,6,4,2,3.8390222,6.743886,1.7320508,0.0,False,False,True,False,True,True,False,False,True,False
2014-06-01,2014-06-06,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6,0.0,83.868,2014,6,1,6,2,2014,6,6,4,2,5.6705704,17.005882,2.4494898,0.0,False,False,True,False,True,True,False,False,True,False
2017-04-15,2017-04-17,First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,0.0,2.0049,2017,4,15,5,2,2017,4,17,0,2,1.773256,2.2113345,1.0,0.0,False,False,False,False,False,False,True,False,True,False
2016-09-12,2016-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,4,0.2,3.5948,2016,9,12,0,3,2016,9,14,2,3,2.7810528,3.8905013,2.0,0.4472136,False,True,False,True,False,False,False,True,False,False
2016-09-12,2016-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.768,2,0.2,52.5114,2016,9,12,0,3,2016,9,14,2,3,6.1479726,21.604815,1.4142135,0.4472136,False,True,False,True,False,False,False,True,False,False
2016-09-12,2016-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232,1,0.2,1.7136,2016,9,12,0,3,2016,9,14,2,3,2.7869847,3.9028194,1.0,0.4472136,False,True,False,True,False,False,False,True,False,False
2016-09-12,2016-09-14,Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.264,3,0.2,2.0358,2016,9,12,0,3,2016,9,14,2,3,1.9829307,2.5027983,1.7320508,0.4472136,False,True,False,True,False,False,False,True,True,False
2014-09-27,2014-10-03,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,3,0.0,37.6422,2014,9,27,5,3,2014,10,3,4,4,4.483454,9.356281,1.7320508,0.0,False,False,True,True,False,True,False,False,False,False
2014-08-09,2014-08-16,Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.384,2,0.2,22.298,2014,8,9,5,3,2014,8,16,5,3,5.189529,13.356048,1.4142135,0.4472136,False,False,True,True,False,False,True,False,False,True
2014-08-09,2014-08-16,Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432,2014,8,9,5,3,2014,8,16,5,3,2.8065069,3.9436023,1.7320508,0.4472136,False,False,True,True,False,False,True,False,True,False
2014-12-28,2014-12-30,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.136,4,0.2,8.6744,2014,12,28,6,4,2014,12,30,1,4,4.606529,9.956706,2.0,0.4472136,False,False,False,True,False,True,False,False,True,False
2014-11-04,2014-11-09,Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,135.882,1,0.1,24.1568,2014,11,4,1,4,2014,11,9,6,4,4.9191194,11.656843,1.0,0.31622776,False,False,True,False,True,True,False,False,False,False
2014-11-04,2014-11-09,Standard Class,Home Office,New York City,New York,East,Technology,Machines,3991.98,2,0.0,1995.99,2014,11,4,1,4,2014,11,9,6,4,8.292294,63.182117,1.4142135,0.0,False,False,True,False,True,True,False,False,False,True
2014-11-04,2014-11-09,Standard Class,Home Office,New York City,New York,East,Technology,Phones,275.94,6,0.0,80.0226,2014,11,4,1,4,2014,11,9,6,4,5.6238008,16.611443,2.4494898,0.0,False,False,True,False,True,True,False,False,False,True
2014-11-04,2014-11-09,Standard Class,Home Office,New York City,New York,East,Technology,Accessories,360.0,4,0.0,129.6,2014,11,4,1,4,2014,11,9,6,4,5.888878,18.973665,2.0,0.0,False,False,True,False,True,True,False,False,False,True
2014-11-04,2014-11-09,Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,1,0.0,13.071,2014,11,4,1,4,2014,11,9,6,4,3.797061,6.6007576,1.0,0.0,False,False,True,False,True,True,False,False,True,False
2014-09-19,2014-09-24,Standard Class,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,2014,9,19,4,3,2014,9,24,2,3,2.099244,2.6758177,1.4142135,0.0,False,False,True,True,False,False,False,True,True,False
2016-04-23,2016-04-27,Standard Class,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,6,0.2,81.744,2016,4,23,5,2,2016,4,27,2,2,5.5314903,15.859382,2.4494898,0.4472136,False,False,True,True,False,False,False,True,True,False
2016-04-23,2016-04-27,Standard Class,Corporate,Hesperia,California,West,Technology,Accessories,99.99,1,0.0,34.9965,2016,4,23,5,2,2016,4,27,2,2,4.6150217,9.9995,1.0,0.0,False,False,True,True,False,False,False,True,False,True
2017-11-03,2017-11-05,Second Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,1,0.2,0.9995,2017,11,3,4,4,2017,11,5,6,4,2.8327427,3.9989998,1.0,0.4472136,False,True,False,True,False,False,True,False,False,False
2016-08-30,2016-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.898,3,0.4,-67.8762,2016,8,30,1,3,2016,9,1,3,3,5.6764045,17.055733,1.7320508,0.6324555,False,False,False,False,False,True,False,False,False,True
2016-08-30,2016-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,2,0.2,3.389,2016,8,30,1,3,2016,9,1,3,3,4.011398,7.3636947,1.4142135,0.4472136,False,False,False,False,False,True,False,False,True,False
2016-08-30,2016-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.744,4,0.3,-258.5016,2016,8,30,1,3,2016,9,1,3,3,6.6691732,28.048958,2.0,0.5477226,False,False,False,False,False,True,False,False,False,False
2016-08-30,2016-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.831,2016,8,30,1,3,2016,9,1,3,3,4.617494,10.011992,3.1622777,0.4472136,False,False,False,False,False,True,False,False,True,False
2016-08-30,2016-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,2016,8,30,1,3,2016,9,1,3,3,3.657492,6.145242,2.4494898,0.83666,False,False,False,False,False,True,False,False,True,False
2016-04-25,2016-04-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2,0.4,-20.7,2016,4,25,0,2,2016,4,29,4,2,4.428433,9.09945,1.4142135,0.6324555,False,True,False,False,False,True,False,False,False,True
2016-04-25,2016-04-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,2,0.7,-13.816,2016,4,25,0,2,2016,4,29,4,2,3.0784175,4.552362,1.4142135,0.83666,False,True,False,False,False,True,False,False,True,False
2016-04-25,2016-04-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,2016,4,25,0,2,2016,4,29,4,2,1.7742741,2.2126906,1.7320508,0.83666,False,True,False,False,False,True,False,False,True,False
2015-09-01,2015-09-04,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,1,0.2,1.6038,2015,9,1,1,3,2015,9,4,4,3,1.7495476,2.1799083,1.0,0.4472136,False,True,False,False,False,False,False,True,True,False
2015-09-01,2015-09-04,Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,959.984,2,0.2,335.9944,2015,9,1,1,3,2015,9,4,4,3,6.8679576,30.983608,1.4142135,0.4472136,False,True,False,False,False,False,False,True,False,True
2015-09-01,2015-09-04,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,4,0.2,4.49,2015,9,1,1,3,2015,9,4,4,3,2.7322874,3.7905145,2.0,0.4472136,False,True,False,False,False,False,False,True,True,False
2014-07-12,2014-07-17,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712,2,0.2,2.7956,2014,7,12,5,3,2014,7,17,3,3,2.1647015,2.7770488,1.4142135,0.4472136,False,False,True,True,False,False,False,True,True,False
2014-07-12,2014-07-17,Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,698.352,3,0.2,-17.4588,2014,7,12,5,3,2014,7,17,3,3,6.550154,26.42635,1.7320508,0.4472136,False,False,True,True,False,False,False,True,False,False
2015-06-22,2015-06-26,Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,2015,6,22,0,2,2015,6,26,4,2,1.7850705,2.2271059,2.0,0.0,False,True,False,False,False,False,False,True,True,False
2014-04-13,2014-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,4,0.2,1.116,2014,4,13,6,2,2014,4,17,3,2,2.9368312,4.225636,2.0,0.4472136,False,True,False,True,False,True,False,False,True,False
2014-04-13,2014-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.976,2014,4,13,6,2,2014,4,17,3,2,6.236311,22.582516,3.1622777,0.83666,False,True,False,True,False,True,False,False,True,False
2014-04-13,2014-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724,2014,4,13,6,2,2014,4,17,3,2,3.4654858,5.5670457,3.6055512,0.4472136,False,True,False,True,False,True,False,False,True,False
2014-04-13,2014-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12,0.4,8.3916,2014,4,13,6,2,2014,4,17,3,2,4.2894726,8.481038,3.4641016,0.6324555,False,True,False,True,False,True,False,False,False,True
2015-12-20,2015-12-24,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,2015,12,20,6,4,2015,12,24,3,4,4.497585,9.423375,2.0,0.4472136,False,False,True,False,False,False,False,False,True,False
2017-06-15,2017-06-19,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976,3,0.2,4.7976,2017,6,15,3,2,2017,6,19,0,2,3.8913305,6.9264708,1.7320508,0.4472136,False,False,True,False,False,False,False,True,False,True
2017-07-08,2017-07-12,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,0.0,3.0996,2017,7,8,5,3,2017,7,12,2,3,2.1471002,2.7495453,1.7320508,0.0,False,False,True,False,False,True,False,False,True,False
2017-07-08,2017-07-12,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,0.0,11.5432,2017,7,8,5,3,2017,7,12,2,3,3.2410285,4.955805,1.4142135,0.0,False,False,True,False,False,True,False,False,True,False
2017-07-08,2017-07-12,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,0.0,4.1472,2017,7,8,5,3,2017,7,12,2,3,2.6361961,3.6,1.4142135,0.0,False,False,True,False,False,True,False,False,True,False
2016-09-01,2016-09-03,First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,0.0,2.3086,2016,9,1,3,3,2016,9,3,5,3,2.052841,2.605763,1.0,0.0,False,False,False,False,True,True,False,False,False,True
2016-09-01,2016-09-03,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,0.0,11.5432,2016,9,1,3,3,2016,9,3,5,3,3.2410285,4.955805,1.4142135,0.0,False,False,False,False,True,True,False,False,True,False
2016-09-01,2016-09-03,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0668,2016,9,1,3,3,2016,9,3,5,3,1.3982229,1.7458522,1.0,0.4472136,False,False,False,False,True,True,False,False,True,False
2016-09-01,2016-09-03,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.0864,2016,9,1,3,3,2016,9,3,5,3,3.9144201,7.0085664,2.0,0.0,False,False,False,False,True,True,False,False,True,False
